Country,Year,MortalityRate_per_100k
9,2019,0.00804
SLV,2019,17.56093
150,2019,0.00098
BRB,2019,40.11586
MLI,2019,1.93176
UNSDG_EASTERNASIASOUTHEASTERNASIA,2019,0.29065
UNSDG_SUBSAHARANAFRICA,2019,1.21115
MLT,2019,55.64456
9,2019,0.42789
EMR,2019,0.05699
35,2019,0.05276
WB_HI,2019,0.0933
CAF,2019,45.09048
JOR,2019,17.72694
30,2019,0.19486
143,2019,16.70531
WB_LIMI,2019,3.77097
145,2019,0.25483
CHN,2019,30.86401
202,2019,0.12637
GLOBAL,2019,3.53211
LKA,2019,5.32204
KHM,2019,1.62608
EMR,2019,0.33024
SSD,2019,0.13381
EUR,2019,0.13343
SEAR,2019,53.20933
UNSDG_LAC,2019,5.53221
UNSDG_WESTERNASIANORTHERNAFR,2019,0.47005
UNSDG_LAC,2019,0.12021
WPR,2019,0.03164
UNSDG_CENTRALASIASOUTHERNASIA,2019,0.04761
AMR,2019,0.02273
UNSDG_AUSTRALIANEWZEALAND,2019,0.11439
EUR,2019,0.20829
202,2019,0.09646
GLOBAL,2019,0.19478
UNSDG_SUBSAHARANAFRICA,2019,0.48897
UNSDG_AUSTRALIANEWZEALAND,2019,0.00157
TUR,2019,21.92151
WB_LIMI,2019,0.33029
SLE,2019,2.15374
150,2019,0.02195
BRN,2019,0.38723
BRN,2019,1.01124
SYC,2019,0.79488
MMR,2019,1.67941
EUR,2019,3.78322
IRN,2019,47.79856
21,2019,0.43368
WB_LIMI,2019,0.22401
UNSDG_LAC,2019,0.04121
UNSDG_CENTRALASIASOUTHERNASIA,2019,0.049
LSO,2019,0.11852
35,2019,0.04274
419,2019,0.60216
UNSDG_EUROPENORTHERNAMR,2019,2.92857
UNSDG_EASTERNASIASOUTHEASTERNASIA,2019,1.08027
WB_LIMI,2019,3.76182
UNSDG_EASTERNASIASOUTHEASTERNASIA,2019,0.00599
IDN,2019,19.41762
9,2019,0.01118
15,2019,0.08241
15,2019,0.02393
LTU,2019,21.75871
UNSDG_WESTERNASIANORTHERNAFR,2019,0.77402
UNSDG_CENTRALASIASOUTHERNASIA,2019,0.04394
SSD,2019,0.11188
PRY,2019,2.19221
KEN,2019,0.73276
30,2019,0.02694
WPR,2019,3.14182
WPR,2019,0.06896
30,2019,2.09359
IDN,2019,16.57678
UNSDG_LAC,2019,0.89096
SGP,2019,34.16549
ZMB,2019,5.53955
UNSDG_EUROPENORTHERNAMR,2019,0.11336
RUS,2019,53.48495
EUR,2019,0.01607
SEN,2019,6.25686
UNSDG_CENTRALASIASOUTHERNASIA,2019,0.15498
30,2019,0.32495
UNSDG_SUBSAHARANAFRICA,2019,0.0148
UNSDG_WESTERNASIANORTHERNAFR,2019,0.06245
WB_LIMI,2019,2.40777
UNSDG_SUBSAHARANAFRICA,2019,0.00184
UNSDG_OCEANIAexAUSNZL,2019,1.00578
SYR,2019,0.74095
UNSDG_LAC,2019,0.29813
UNSDG_EUROPENORTHERNAMR,2019,0.05213
GBR,2019,3.53433
AMR,2019,0.14611
UNSDG_EASTERNASIASOUTHEASTERNASIA,2019,8.86348
202,2019,0.97512
145,2019,0.13949
UNSDG_SUBSAHARANAFRICA,2019,0.09646
UNSDG_SUBSAHARANAFRICA,2019,0.9041
AFR,2019,0.6669
UNSDG_WESTERNASIANORTHERNAFR,2019,0.21104
SEAR,2019,0.08285
KEN,2019,4.33013
UNSDG_OCEANIAexAUSNZL,2019,0.34207
15,2019,0.78278
GLOBAL,2019,0.57464
419,2019,7.62956
UNSDG_SUBSAHARANAFRICA,2019,0.39476
UNSDG_EUROPENORTHERNAMR,2019,1.01116
BLR,2019,17.11657
UNSDG_CENTRALASIASOUTHERNASIA,2019,0.31572
URY,2019,3.03048
EUR,2019,0.00213
145,2019,1.54572
LTU,2019,3.23497
419,2019,0.00221
KOR,2019,2.30219
EUR,2019,0.25129
15,2019,2.38651
BIH,2019,4.1379
ERI,2019,2.68258
UNSDG_WESTERNASIANORTHERNAFR,2019,4.33081
UNSDG_SUBSAHARANAFRICA,2019,0.17065
UNSDG_SUBSAHARANAFRICA,2019,0.15714
34,2019,3.5144
UNSDG_SUBSAHARANAFRICA,2019,0.08753
UNSDG_LAC,2019,5.99496
EMR,2019,0.12307
EMR,2019,0.0987
WB_HI,2019,0.06343
UNSDG_OCEANIAexAUSNZL,2019,0.2344
UNSDG_CENTRALASIASOUTHERNASIA,2019,1.44366
15,2019,12.94187
GLOBAL,2019,0.33925
UNSDG_LAC,2019,0.39635
BGR,2019,3.42124
AMR,2019,0.00818
MYS,2019,44.0217
GHA,2019,21.44435
UNSDG_EASTERNASIASOUTHEASTERNASIA,2019,0.07067
GLOBAL,2019,0.03616
BFA,2019,8.9926
AMR,2019,0.25133
AFR,2019,0.1011
USA,2019,1.30788
MNE,2019,2.1186
35,2019,0.25328
UNSDG_LAC,2019,16.88503
GLOBAL,2019,0.4848
AMR,2019,0.22915
GNQ,2019,4.25204
ECU,2019,23.18052
AMR,2019,0.03572
WB_LIMI,2019,0.11599
UNSDG_SUBSAHARANAFRICA,2019,0.40658
34,2019,0.229
30,2019,0.3111
UNSDG_AUSTRALIANEWZEALAND,2019,0.10045
EUR,2019,0.0405
UNSDG_LAC,2019,0.00631
150,2019,0.00862
9,2019,0.017
WB_LIMI,2019,0.16147
COG,2019,0.09161
CYP,2019,1.2297
UNSDG_WESTERNASIANORTHERNAFR,2019,0.03571
LVA,2019,36.73083
EMR,2019,0.24393
GLOBAL,2019,0.05139
WPR,2019,0.03111
VCT,2019,0.2585
GLOBAL,2019,0.17637
FJI,2019,0.13581
WB_LIMI,2019,0.0126
UNSDG_CENTRALASIASOUTHERNASIA,2019,0.01658
ARE,2019,2.48411
ITA,2019,5.36723
YEM,2019,42.74594
VUT,2019,6.67966
145,2019,0.27636
UNSDG_CENTRALASIASOUTHERNASIA,2019,0.05712
WPR,2019,0.00894
15,2019,0.30074
UNSDG_AUSTRALIANEWZEALAND,2019,0.09857
SEAR,2019,1.37837
EMR,2019,0.3459
AFR,2019,0.08427
UNSDG_CENTRALASIASOUTHERNASIA,2019,0.53255
143,2019,0.02956
UNSDG_SUBSAHARANAFRICA,2019,0.34721
UNSDG_AUSTRALIANEWZEALAND,2019,1.704
GLOBAL,2019,2.93248
15,2019,0.04232
STP,2019,13.77288
NPL,2019,42.44676
TKM,2019,0.80763
145,2019,0.10386
ZAF,2019,6.56681
MUS,2019,41.661
ISR,2019,2.86126
202,2019,0.0314
UNSDG_OCEANIAexAUSNZL,2019,0.09658
30,2019,0.03047
EMR,2019,0.25614
SVN,2019,12.25381
SLB,2019,2.16651
NOR,2019,1.81278
SEAR,2019,0.84444
GEO,2019,77.27525
FIN,2019,19.05339
AFR,2019,0.86204
30,2019,0.01027
UNSDG_SUBSAHARANAFRICA,2019,13.29655
9,2019,0.33625
145,2019,0.01876
WB_LIMI,2019,0.10621
30,2019,0.27922
15,2019,0.13886
SVK,2019,6.00218
419,2019,0.02352
ARM,2019,113.46801
SLE,2019,9.3676
BLZ,2019,2.97984
34,2019,0.89972
UNSDG_AUSTRALIANEWZEALAND,2019,8.58967
LUX,2019,1.56462
NGA,2019,43.02745
UNSDG_EASTERNASIASOUTHEASTERNASIA,2019,0.18175
UNSDG_EASTERNASIASOUTHEASTERNASIA,2019,0.60009
UNSDG_EASTERNASIASOUTHEASTERNASIA,2019,0.25956
EMR,2019,0.10947
BEN,2019,1.48937
SWZ,2019,27.59088
15,2019,4.81218
BTN,2019,20.73895
34,2019,1.48138
UNSDG_WESTERNASIANORTHERNAFR,2019,0.09281
SEAR,2019,1.41918
KWT,2019,23.29692
UGA,2019,4.04651
WB_HI,2019,0.05222
9,2019,21.49469
UNSDG_EASTERNASIASOUTHEASTERNASIA,2019,2.98754
202,2019,1.71595
SEAR,2019,1.88308
30,2019,0.07077
UNSDG_LAC,2019,0.36307
SEAR,2019,0.0809
34,2019,0.84508
DOM,2019,4.57833
34,2019,0.58237
QAT,2019,0.55653
NLD,2019,5.13435
GNQ,2019,0.15206
CHE,2019,18.99918
SWE,2019,0.61203
WB_LIMI,2019,50.86335
RWA,2019,0.28995
143,2019,0.33633
419,2019,0.00527
AFR,2019,0.15661
UNSDG_OCEANIAexAUSNZL,2019,2.57743
9,2019,0.02967
34,2019,2.02823
SLE,2019,14.50112
UNSDG_SUBSAHARANAFRICA,2019,1.34024
EMR,2019,0.10942
AMR,2019,0.54793
LBR,2019,9.31081
LTU,2019,13.45356
VEN,2019,4.76839
WB_LIMI,2019,29.57024
AFR,2019,0.01676
KAZ,2019,7.87817
ARG,2019,0.7767
150,2019,0.04943
COL,2019,14.49802
34,2019,0.22041
CZE,2019,9.08658
UNSDG_EUROPENORTHERNAMR,2019,0.03425
150,2019,0.01185
UNSDG_EASTERNASIASOUTHEASTERNASIA,2019,0.03859
21,2019,0.27658
RUS,2019,13.06978
SRB,2019,4.86035
ERI,2019,9.63792
143,2019,0.17767
NGA,2019,0.13125
KGZ,2019,2.65354
YEM,2019,45.74712
UNSDG_EASTERNASIASOUTHEASTERNASIA,2019,0.2839
GNQ,2019,5.20741
35,2019,0.04656
GAB,2019,28.68549
UNSDG_LAC,2019,0.00343
LVA,2019,0.84364
21,2019,0.25054
9,2019,0.01923
WB_HI,2019,3.59044
LCA,2019,8.8741
34,2019,28.21278
AFR,2019,0.01671
SLB,2019,23.16106
143,2019,0.01303
MWI,2019,0.0452
30,2019,0.00407
UNSDG_AUSTRALIANEWZEALAND,2019,0.00097
CPV,2019,11.75955
UNSDG_CENTRALASIASOUTHERNASIA,2019,4.16715
ZAF,2019,10.77458
UNSDG_WESTERNASIANORTHERNAFR,2019,0.31034
TKM,2019,1.23594
CAF,2019,2.593
WB_LIMI,2019,0.32473
LVA,2019,3.93078
KWT,2019,0.7298
AMR,2019,2.35894
BRA,2019,0.71333
DOM,2019,20.27725
21,2019,0.27536
UNSDG_SUBSAHARANAFRICA,2019,0.13502
34,2019,0.06635
EMR,2019,0.00398
UNSDG_CENTRALASIASOUTHERNASIA,2019,0.1503
SWZ,2019,34.63683
EUR,2019,0.01273
202,2019,0.22849
EMR,2019,0.50738
UNSDG_CENTRALASIASOUTHERNASIA,2019,10.64491
UNSDG_CENTRALASIASOUTHERNASIA,2019,0.03969
SAU,2019,0.47034
GUY,2019,1.26524
143,2019,0.11741
BRN,2019,10.76855
AFR,2019,0.32235
SEN,2019,10.39728
CYP,2019,28.08765
GLOBAL,2019,0.12153
SEAR,2019,0.14307
AMR,2019,0.00739
21,2019,0.02545
145,2019,0.84684
150,2019,0.06466
150,2019,0.50043
419,2019,0.00238
ZWE,2019,11.19785
SYC,2019,7.91262
UNSDG_OCEANIAexAUSNZL,2019,2.09323
WPR,2019,11.97209
GIN,2019,1.9338
TUR,2019,23.30028
WB_HI,2019,0.03173
WPR,2019,0.00913
EMR,2019,0.74075
UNSDG_WESTERNASIANORTHERNAFR,2019,0.00494
SDN,2019,31.4846
UNSDG_CENTRALASIASOUTHERNASIA,2019,0.14335
NZL,2019,18.09086
34,2019,0.188
TUR,2019,5.36173
SEAR,2019,0.39357
15,2019,0.04562
COM,2019,0.0
PRK,2019,7.01691
WB_LIMI,2019,0.78684
UNSDG_WESTERNASIANORTHERNAFR,2019,0.10164
KOR,2019,4.31015
21,2019,0.00431
UNSDG_EUROPENORTHERNAMR,2019,2.22659
MAR,2019,2.69057
AMR,2019,0.23178
150,2019,0.00445
35,2019,0.02955
21,2019,0.76173
150,2019,0.03831
NLD,2019,33.80143
35,2019,2.09302
EMR,2019,0.20971
SGP,2019,0.67342
BGD,2019,15.78456
BRA,2019,10.93206
GTM,2019,1.52975
30,2019,0.28033
POL,2019,97.22484
15,2019,0.02027
SEAR,2019,5.9396
CAF,2019,12.66692
UNSDG_LAC,2019,0.06547
KWT,2019,1.99512
UNSDG_CENTRALASIASOUTHERNASIA,2019,0.55348
EMR,2019,0.06707
UNSDG_CENTRALASIASOUTHERNASIA,2019,1.20343
MNE,2019,1.18261
145,2019,0.07825
COG,2019,5.01437
HUN,2019,6.38549
202,2019,0.0239
NGA,2019,8.55979
UNSDG_LAC,2019,0.55313
145,2019,0.14994
BHS,2019,12.01914
UNSDG_EUROPENORTHERNAMR,2019,0.6877
419,2019,0.12021
21,2019,0.02132
202,2019,0.02472
FSM,2019,0.55748
WB_HI,2019,0.12471
SUR,2019,16.09842
21,2019,0.04202
KAZ,2019,67.58674
UNSDG_OCEANIAexAUSNZL,2019,0.03802
EMR,2019,0.07087
UNSDG_AUSTRALIANEWZEALAND,2019,0.27657
UNSDG_EUROPENORTHERNAMR,2019,0.00538
CAN,2019,17.05015
UNSDG_EUROPENORTHERNAMR,2019,0.14125
TON,2019,2.26355
AMR,2019,1.08882
VEN,2019,33.32783
15,2019,1.03457
30,2019,0.64292
UNSDG_EUROPENORTHERNAMR,2019,0.09086
ROU,2019,5.45012
POL,2019,68.8582
SWE,2019,15.07768
UNSDG_EASTERNASIASOUTHEASTERNASIA,2019,4.15414
HUN,2019,99.4909
145,2019,0.20069
LVA,2019,110.61884
ESP,2019,29.76334
CZE,2019,5.10144
RUS,2019,76.63566
GLOBAL,2019,0.13002
AMR,2019,0.79454
BRB,2019,7.96539
34,2019,4.36998
CHL,2019,1.37571
PRK,2019,22.38595
UNSDG_OCEANIAexAUSNZL,2019,0.30645
TTO,2019,0.3135
35,2019,1.91486
ARG,2019,11.93757
15,2019,0.09364
UNSDG_LAC,2019,2.52466
SEAR,2019,0.71326
9,2019,0.02436
AFR,2019,0.30204
DZA,2019,1.19869
UNSDG_CENTRALASIASOUTHERNASIA,2019,0.77577
WB_LIMI,2019,0.03788
MNG,2019,31.97066
202,2019,8.64114
EMR,2019,0.32619
LUX,2019,2.83411
SEN,2019,1.64392
WPR,2019,0.01182
BEL,2019,4.25184
GLOBAL,2019,0.09432
UZB,2019,0.99714
UNSDG_SUBSAHARANAFRICA,2019,0.01152
UNSDG_OCEANIAexAUSNZL,2019,1.65362
TON,2019,2.81134
UNSDG_AUSTRALIANEWZEALAND,2019,0.17422
UNSDG_EASTERNASIASOUTHEASTERNASIA,2019,0.41115
WB_LIMI,2019,0.33414
BRB,2019,1.5738
150,2019,27.85839
143,2019,0.09764
UNSDG_SUBSAHARANAFRICA,2019,0.32824
145,2019,0.42271
9,2019,0.0312
UNSDG_OCEANIAexAUSNZL,2019,0.01559
MAR,2019,2.08561
34,2019,1.22844
UNSDG_SUBSAHARANAFRICA,2019,0.05156
PRY,2019,0.22269
LUX,2019,16.24141
ZMB,2019,8.22608
15,2019,0.15831
SEN,2019,1.39277
WB_HI,2019,0.04735
143,2019,0.33116
21,2019,0.00056
UNSDG_SUBSAHARANAFRICA,2019,0.0414
ALB,2019,3.86739
SRB,2019,101.28287
UNSDG_CENTRALASIASOUTHERNASIA,2019,0.20245
202,2019,0.29729
30,2019,0.00702
202,2019,0.42875
FJI,2019,27.05267
NLD,2019,2.94611
AFR,2019,0.25386
SLE,2019,1.87062
BRN,2019,3.25004
UNSDG_AUSTRALIANEWZEALAND,2019,0.00235
NOR,2019,18.28028
419,2019,2.69618
419,2019,2.13773
202,2019,1.21115
KIR,2019,0.5136
15,2019,0.03698
OMN,2019,0.13713
GRD,2019,1.32069
UGA,2019,19.03118
UNSDG_CENTRALASIASOUTHERNASIA,2019,0.46227
UNSDG_EASTERNASIASOUTHEASTERNASIA,2019,0.01783
145,2019,0.08601
CHE,2019,2.55575
MUS,2019,0.93408
143,2019,6.89687
UNSDG_LAC,2019,0.01994
34,2019,0.05864
EUR,2019,0.01347
GLOBAL,2019,0.03097
STP,2019,1.29169
35,2019,0.02826
BLR,2019,2.65621
143,2019,0.14825
ARE,2019,11.52828
UNSDG_AUSTRALIANEWZEALAND,2019,1.67424
MDA,2019,58.81711
AGO,2019,6.55067
150,2019,2.33676
GNB,2019,11.2867
15,2019,0.41943
AMR,2019,0.12457
419,2019,0.70103
UNSDG_LAC,2019,0.33249
UNSDG_SUBSAHARANAFRICA,2019,0.31443
9,2019,3.02966
LKA,2019,8.41161
BLZ,2019,7.5537
CIV,2019,2.56831
150,2019,4.15862
FIN,2019,0.7586
WPR,2019,1.31245
AMR,2019,0.1532
GBR,2019,5.13958
GRC,2019,7.70082
202,2019,0.00148
143,2019,0.04283
UNSDG_OCEANIAexAUSNZL,2019,2.69441
IRN,2019,3.14868
143,2019,0.80971
SLB,2019,1.15373
202,2019,15.10867
WPR,2019,13.8283
34,2019,0.04658
WPR,2019,0.56884
SLV,2019,34.08677
145,2019,0.09397
UNSDG_OCEANIAexAUSNZL,2019,0.03804
UNSDG_SUBSAHARANAFRICA,2019,1.37511
15,2019,0.23196
AFR,2019,0.01185
GLOBAL,2019,0.36478
SOM,2019,6.03874
IRN,2019,2.80392
9,2019,0.00751
143,2019,0.54771
WB_LIMI,2019,0.14138
CPV,2019,9.37272
IRQ,2019,25.57835
DZA,2019,3.35978
34,2019,0.19056
UNSDG_EUROPENORTHERNAMR,2019,0.52224
UNSDG_EUROPENORTHERNAMR,2019,0.52523
PAK,2019,51.28467
202,2019,0.25836
UNSDG_LAC,2019,0.13589
SAU,2019,6.10192
AFR,2019,0.00107
GLOBAL,2019,0.55231
145,2019,1.56447
UZB,2019,71.68221
WB_LIMI,2019,0.60733
FJI,2019,4.15459
21,2019,21.43903
30,2019,0.0028
EUR,2019,4.66538
TGO,2019,7.37232
EUR,2019,0.54295
WPR,2019,0.08678
143,2019,0.01811
145,2019,0.69556
NAM,2019,8.17202
WB_HI,2019,0.41031
KHM,2019,32.27377
WSM,2019,13.91574
NIC,2019,0.30687
PRY,2019,0.57573
34,2019,1.19675
NOR,2019,10.62181
IRQ,2019,9.13853
SDN,2019,0.11924
145,2019,12.47099
WB_LIMI,2019,1.79465
SLB,2019,5.88957
SEAR,2019,0.20735
UNSDG_CENTRALASIASOUTHERNASIA,2019,0.08116
419,2019,0.02393
WPR,2019,0.06713
WPR,2019,0.02443
UNSDG_SUBSAHARANAFRICA,2019,0.52376
EMR,2019,0.09012
ROU,2019,2.5653
WB_LIMI,2019,0.07465
BIH,2019,11.8831
150,2019,0.65723
30,2019,0.645
UNSDG_EUROPENORTHERNAMR,2019,3.85919
BRA,2019,2.37093
SYR,2019,49.69883
IRN,2019,1.10067
SVK,2019,38.0028
EUR,2019,0.43011
KOR,2019,12.16845
SEAR,2019,0.12822
WB_HI,2019,0.74822
CHN,2019,21.5942
AMR,2019,0.03714
ISR,2019,3.46418
35,2019,1.0863
CHE,2019,3.5719
FRA,2019,30.26907
ITA,2019,4.04734
UNSDG_AUSTRALIANEWZEALAND,2019,0.41016
UNSDG_WESTERNASIANORTHERNAFR,2019,0.19713
FSM,2019,15.01226
KEN,2019,11.12332
35,2019,0.01019
GRD,2019,5.20216
PHL,2019,16.96558
UNSDG_WESTERNASIANORTHERNAFR,2019,0.08692
VEN,2019,1.94923
LBY,2019,6.90208
15,2019,1.01667
202,2019,1.27317
IRQ,2019,1.29012
AMR,2019,0.36048
15,2019,1.00111
BEL,2019,4.9615
EUR,2019,8.05863
ARE,2019,22.5468
35,2019,21.82836
UNSDG_SUBSAHARANAFRICA,2019,0.91969
SYC,2019,12.98407
UNSDG_AUSTRALIANEWZEALAND,2019,0.00051
AMR,2019,0.21508
NLD,2019,3.5949
AFR,2019,0.05148
21,2019,0.02355
35,2019,0.78914
AFR,2019,0.30036
PNG,2019,0.24273
ROU,2019,67.41209
NIC,2019,2.89089
UZB,2019,66.87996
21,2019,0.12661
USA,2019,22.31868
35,2019,0.03626
MOZ,2019,1.10308
419,2019,3.46365
30,2019,1.2811
ATG,2019,20.71563
TKM,2019,4.45692
GLOBAL,2019,0.40059
OMN,2019,43.63434
145,2019,1.75121
30,2019,0.672
WB_LIMI,2019,0.49806
DJI,2019,14.28244
143,2019,0.15666
COD,2019,5.9204
NLD,2019,4.79461
EST,2019,1.48677
EUR,2019,61.17479
21,2019,0.14104
LBN,2019,3.26559
UNSDG_LAC,2019,0.01845
21,2019,1.71032
9,2019,0.12059
202,2019,0.03286
UNSDG_LAC,2019,0.1263
15,2019,0.06058
ISL,2019,1.10597
202,2019,0.0148
WB_HI,2019,0.00055
ITA,2019,2.07857
MDA,2019,5.07255
202,2019,0.02154
UNSDG_EUROPENORTHERNAMR,2019,0.00942
VNM,2019,5.52782
PAN,2019,1.76445
TLS,2019,0.43675
MYS,2019,8.95406
SSD,2019,13.09347
EGY,2019,48.75383
30,2019,0.90682
AMR,2019,0.09604
HTI,2019,32.97795
SLB,2019,0.07746
UNSDG_LAC,2019,0.00463
30,2019,0.03297
30,2019,0.54905
HTI,2019,6.24929
TCD,2019,32.53317
UNSDG_AUSTRALIANEWZEALAND,2019,0.45025
150,2019,0.00286
UNSDG_EUROPENORTHERNAMR,2019,0.00179
419,2019,0.50834
GLOBAL,2019,0.05456
202,2019,0.31669
15,2019,0.22787
143,2019,0.15366
NOR,2019,2.74933
FRA,2019,3.10871
UNSDG_WESTERNASIANORTHERNAFR,2019,1.1022
EUR,2019,4.62247
BGR,2019,159.25228
143,2019,0.09397
MUS,2019,2.98329
PRT,2019,8.0489
ZWE,2019,7.51908
WB_LIMI,2019,0.00498
UNSDG_EASTERNASIASOUTHEASTERNASIA,2019,2.91691
21,2019,0.05882
9,2019,2.22504
34,2019,0.16725
SEAR,2019,0.03693
AMR,2019,1.73937
35,2019,0.44479
145,2019,0.34606
BTN,2019,48.35864
150,2019,0.02725
15,2019,0.11365
UNSDG_EASTERNASIASOUTHEASTERNASIA,2019,0.00548
KAZ,2019,3.22552
ETH,2019,7.57224
LBY,2019,21.93397
WPR,2019,2.70819
TUR,2019,3.42408
WB_LIMI,2019,0.17505
UNSDG_AUSTRALIANEWZEALAND,2019,8.04696
AFR,2019,0.1233
UNSDG_AUSTRALIANEWZEALAND,2019,1.49535
UNSDG_SUBSAHARANAFRICA,2019,0.18596
UNSDG_SUBSAHARANAFRICA,2019,0.91389
SAU,2019,31.48955
145,2019,1.37645
145,2019,0.03478
GNQ,2019,7.59556
AMR,2019,0.33319
202,2019,0.11909
UNSDG_EASTERNASIASOUTHEASTERNASIA,2019,0.62163
UNSDG_LAC,2019,0.01845
UGA,2019,0.13189
ZAF,2019,13.52085
LVA,2019,77.88092
GRC,2019,12.59913
30,2019,0.17293
WB_HI,2019,0.25299
AMR,2019,0.02215
UNSDG_OCEANIAexAUSNZL,2019,1.08192
WPR,2019,5.33433
AFR,2019,0.80961
WPR,2019,0.51588
UNSDG_OCEANIAexAUSNZL,2019,0.38808
34,2019,1.00544
ARG,2019,40.49436
143,2019,0.44349
SYR,2019,1.44682
AFR,2019,0.02758
SEAR,2019,2.56572
UNSDG_EUROPENORTHERNAMR,2019,0.20677
WPR,2019,0.01676
THA,2019,10.44789
DZA,2019,28.37593
145,2019,0.00696
34,2019,0.10331
AMR,2019,1.90956
GAB,2019,9.97753
EMR,2019,0.00467
34,2019,0.17297
9,2019,0.01396
WPR,2019,4.01559
UNSDG_SUBSAHARANAFRICA,2019,0.14957
IDN,2019,3.13548
WPR,2019,0.02823
MNG,2019,86.04704
WPR,2019,0.00451
143,2019,0.10161
143,2019,1.16661
MDG,2019,7.71054
UNSDG_AUSTRALIANEWZEALAND,2019,2.51483
34,2019,2.4496
EST,2019,0.50105
IDN,2019,21.56204
AFR,2019,0.0377
UNSDG_CENTRALASIASOUTHERNASIA,2019,0.42266
ISL,2019,1.63436
150,2019,0.00323
VCT,2019,19.36786
AFR,2019,0.00678
419,2019,0.44915
UNSDG_OCEANIAexAUSNZL,2019,1.00855
MWI,2019,16.02762
WPR,2019,0.46789
UNSDG_CENTRALASIASOUTHERNASIA,2019,33.59589
SEAR,2019,0.0099
BGR,2019,105.47835
AFR,2019,0.30321
30,2019,0.00864
MMR,2019,8.12654
BLR,2019,21.70658
MLI,2019,5.03277
UNSDG_AUSTRALIANEWZEALAND,2019,0.14154
202,2019,0.04662
9,2019,0.06173
GNQ,2019,0.25154
SEAR,2019,0.13862
UNSDG_CENTRALASIASOUTHERNASIA,2019,8.21298
ITA,2019,5.69765
PRK,2019,35.50071
WPR,2019,0.02061
35,2019,0.95683
AMR,2019,0.36144
EUR,2019,0.09169
35,2019,1.24619
TLS,2019,33.11814
30,2019,1.46429
21,2019,0.00102
UNSDG_WESTERNASIANORTHERNAFR,2019,0.39726
UNSDG_WESTERNASIANORTHERNAFR,2019,0.08381
30,2019,1.10699
EUR,2019,0.01198
UNSDG_SUBSAHARANAFRICA,2019,1.32234
UNSDG_EASTERNASIASOUTHEASTERNASIA,2019,0.01474
UNSDG_EASTERNASIASOUTHEASTERNASIA,2019,0.09562
34,2019,0.54684
150,2019,0.11843
AMR,2019,0.0033
21,2019,2.27637
JAM,2019,24.86727
AFR,2019,0.94391
ECU,2019,9.63124
EMR,2019,0.08322
SYC,2019,2.79671
202,2019,0.13502
143,2019,0.2217
202,2019,0.01188
30,2019,3.28585
LBN,2019,53.42798
SEAR,2019,0.07919
UNSDG_SUBSAHARANAFRICA,2019,1.10252
143,2019,4.40115
UNSDG_EUROPENORTHERNAMR,2019,3.22406
MKD,2019,7.64166
AFR,2019,0.87766
WSM,2019,0.36954
UNSDG_AUSTRALIANEWZEALAND,2019,0.08075
SAU,2019,36.79824
UNSDG_CENTRALASIASOUTHERNASIA,2019,3.5372
AGO,2019,4.80333
34,2019,1.76731
MAR,2019,1.10378
CRI,2019,2.13372
150,2019,1.56555
UNSDG_SUBSAHARANAFRICA,2019,0.77049
EMR,2019,3.63322
LAO,2019,4.104
IRN,2019,26.70099
EMR,2019,0.04211
SOM,2019,5.6652
21,2019,0.35589
21,2019,0.3449
35,2019,0.19513
30,2019,0.36614
WPR,2019,5.2544
UNSDG_WESTERNASIANORTHERNAFR,2019,0.07576
AMR,2019,0.00362
TLS,2019,8.52922
15,2019,1.03725
30,2019,8.56616
THA,2019,9.77345
WPR,2019,0.44137
PAN,2019,9.37023
UNSDG_LAC,2019,0.13096
EMR,2019,0.00531
UNSDG_WESTERNASIANORTHERNAFR,2019,0.36462
UNSDG_EUROPENORTHERNAMR,2019,0.09066
UNSDG_OCEANIAexAUSNZL,2019,0.00145
SEAR,2019,0.15713
21,2019,0.13755
145,2019,2.3545
35,2019,2.91321
34,2019,1.80314
UNSDG_LAC,2019,0.11773
SLE,2019,25.96312
150,2019,0.48162
UNSDG_EUROPENORTHERNAMR,2019,51.28607
UNSDG_OCEANIAexAUSNZL,2019,0.03753
UNSDG_OCEANIAexAUSNZL,2019,0.05228
UNSDG_EUROPENORTHERNAMR,2019,0.09506
34,2019,0.47853
UNSDG_WESTERNASIANORTHERNAFR,2019,0.12771
WB_HI,2019,0.87507
WB_LIMI,2019,0.17471
WPR,2019,1.54138
GUY,2019,11.98207
34,2019,0.22381
UNSDG_CENTRALASIASOUTHERNASIA,2019,0.10694
UNSDG_EASTERNASIASOUTHEASTERNASIA,2019,0.23508
EGY,2019,53.27495
WB_HI,2019,0.09481
SYC,2019,21.05237
AMR,2019,0.08034
143,2019,0.04923
JOR,2019,10.87064
30,2019,1.43572
AFR,2019,3.35391
21,2019,0.00457
TJK,2019,45.79143
202,2019,0.02595
UNSDG_CENTRALASIASOUTHERNASIA,2019,0.2668
143,2019,0.23911
YEM,2019,2.15296
SEAR,2019,1.62233
EUR,2019,0.1029
EMR,2019,1.32781
UNSDG_WESTERNASIANORTHERNAFR,2019,0.02619
BFA,2019,1.11434
21,2019,0.3331
UNSDG_OCEANIAexAUSNZL,2019,0.09021
AMR,2019,2.8355
PRY,2019,2.73606
GLOBAL,2019,2.9355
EGY,2019,62.80067
EMR,2019,4.7965
THA,2019,8.79576
419,2019,0.20994
150,2019,0.46368
143,2019,0.10088
UNSDG_WESTERNASIANORTHERNAFR,2019,0.02339
SVK,2019,36.44521
