Country,Year,MortalityRate_per_100k
ERI,2016,101.244
GLOBAL,2018,6.641
PAK,2014,11.758
JAM,2019,8.741
VUT,2010,4.125
CIV,2012,81.934
IRN,2016,36.678
GTM,2019,40.41
MLT,2012,0.59
IRQ,2019,2.455
BEN,2014,0.139
ETH,2010,0.424
BFA,2014,15.384
YEM,2010,79.0
ROU,2010,64.104
SYR,2015,55.306
WPR,2010,29.694
IRN,2011,5.129
KIR,2012,28.893
MDV,2018,1.475
SEN,2014,6.503
DOM,2017,27.854
MEX,2018,2.665
FSM,2016,12.061
ETH,2017,0.418
EUR,2019,5.305
ARE,2012,7.115
LUX,2019,1.308
SVK,2013,4.33
LTU,2010,31.816
LBY,2010,2.561
LKA,2014,1.011
HUN,2015,5.773
DEU,2018,18.069
SUR,2015,2.889
BGD,2014,26.221
MWI,2019,4.579
SRB,2018,11.836
FRA,2011,5.003
SWE,2010,0.469
BRB,2011,0.361
GEO,2018,98.509
MNG,2011,82.157
LBR,2016,14.415
NGA,2014,89.103
KIR,2019,28.484
LTU,2017,5.947
EGY,2015,1.863
PHL,2011,6.337
LBY,2018,10.723
PAN,2015,0.42
IRQ,2018,20.687
MYS,2014,26.871
COG,2015,5.846
PNG,2011,3.548
WSM,2012,3.054
GRD,2014,1.029
MUS,2016,17.988
ROU,2018,2.075
NIC,2017,5.971
CAF,2012,35.017
IDN,2013,24.786
NOR,2012,1.605
NPL,2011,31.319
MKD,2011,33.888
TGO,2016,5.859
DOM,2012,0.734
NZL,2019,10.052
SWE,2013,0.372
TKM,2019,1.098
CPV,2012,7.516
NLD,2010,2.134
AFG,2010,12.607
ARG,2014,4.935
TGO,2014,0.494
FJI,2013,2.142
FRA,2019,0.767
GRD,2011,6.589
COD,2016,0.563
ISL,2014,0.709
TCD,2019,26.74
ISR,2015,1.711
CAF,2016,48.795
ERI,2013,0.26
NPL,2012,92.102
WSM,2010,6.338
KAZ,2015,21.454
SOM,2018,23.362
GLOBAL,2015,80.288
BRB,2019,1.205
NZL,2016,0.593
SLV,2013,3.292
VNM,2017,21.374
DOM,2014,1.684
GBR,2015,1.146
GRC,2012,3.051
TJK,2018,1.672
KAZ,2019,11.242
IDN,2014,69.363
NGA,2014,7.04
BLR,2019,2.759
MNE,2018,52.837
BGR,2013,3.059
MDG,2012,23.264
HUN,2015,6.937
ERI,2018,17.455
CAN,2017,0.999
PER,2015,12.322
BRB,2011,15.869
JAM,2019,21.631
ZMB,2019,21.134
CPV,2014,10.892
CAF,2012,6.942
SAU,2019,46.034
TUN,2010,49.08
BHS,2012,0.974
AGO,2012,18.669
BRN,2018,23.153
SWE,2013,1.513
ERI,2012,32.848
CMR,2011,0.711
DEU,2017,15.633
DNK,2018,1.384
SYR,2015,10.062
BFA,2013,76.704
THA,2015,2.795
MAR,2016,3.184
SGP,2010,14.244
GAB,2016,21.997
BRA,2017,2.818
CMR,2016,0.724
BDI,2017,0.137
NER,2010,41.852
LVA,2011,28.187
MLT,2019,1.063
AFR,2012,85.671
GLOBAL,2014,2.836
COM,2011,17.343
SVK,2019,3.323
SRB,2019,30.901
CPV,2013,46.295
DEU,2010,2.118
EGY,2010,15.452
MYS,2015,0.789
USA,2016,7.542
PRT,2016,3.348
HTI,2013,28.307
ARE,2013,1.294
CZE,2014,39.558
ARG,2018,13.03
BRN,2012,2.39
THA,2018,1.485
PER,2013,13.912
BHS,2014,12.948
AGO,2011,80.613
BGD,2010,68.993
GLOBAL,2015,65.672
ITA,2011,28.103
DJI,2011,0.3
NAM,2010,49.359
MOZ,2019,24.071
SOM,2017,0.219
SSD,2018,2.833
PRY,2010,17.546
HND,2015,14.786
MYS,2017,21.441
ZAF,2011,23.744
FJI,2017,5.82
BWA,2011,7.953
AFG,2016,17.645
CIV,2019,0.232
PAK,2015,2.568
EST,2013,17.886
VNM,2014,3.238
HUN,2011,37.938
MNG,2016,3.0
ERI,2016,7.664
KOR,2010,2.225
SYR,2018,5.769
CIV,2014,5.762
MWI,2011,0.156
LSO,2013,42.835
GAB,2015,0.476
TJK,2011,97.917
BLZ,2015,25.103
JAM,2019,10.421
SVK,2019,30.373
SYR,2012,10.036
BLR,2018,105.742
BGD,2012,8.884
GRC,2013,1.656
IRQ,2011,1.633
PRY,2018,2.96
FRA,2010,2.689
AZE,2019,83.51
NGA,2014,93.247
CMR,2012,10.799
CHE,2013,11.185
FIN,2013,0.163
POL,2018,3.906
ALB,2019,59.758
BEN,2014,26.727
GIN,2013,117.737
MNG,2018,3.777
GUY,2016,2.239
TLS,2010,6.016
PRK,2012,30.638
GEO,2012,2.03
URY,2012,3.087
AMR,2017,1.049
BRA,2015,0.985
SWE,2019,4.369
SWZ,2013,0.145
ALB,2016,48.349
WSM,2011,0.548
LSO,2018,85.158
KAZ,2017,31.334
MDV,2019,1.486
FSM,2010,11.345
SOM,2013,21.596
IRN,2016,3.826
BTN,2018,63.929
UZB,2010,6.313
TZA,2018,10.939
AFR,2016,21.127
KHM,2019,18.173
NZL,2015,7.72
ZAF,2011,26.712
FJI,2014,1.263
GRC,2013,5.945
AFR,2017,28.608
CAN,2019,6.311
IDN,2010,23.368
IDN,2013,23.538
ZMB,2017,2.048
MOZ,2011,0.088
BWA,2010,0.225
BWA,2013,20.38
SRB,2017,28.152
CRI,2018,12.913
LTU,2010,2.881
NLD,2011,2.718
MNG,2018,91.38
DEU,2010,3.18
NIC,2016,4.529
AUT,2016,19.453
STP,2011,29.134
ISR,2015,8.774
IND,2019,1.494
PRT,2011,21.656
KEN,2011,8.86
ARM,2011,64.052
NAM,2018,11.552
SWE,2018,1.182
CPV,2014,2.643
SEN,2019,6.118
IRQ,2010,2.706
ZWE,2011,33.061
AFR,2015,26.884
RWA,2010,62.68
OMN,2013,18.718
BHR,2016,37.779
FRA,2014,0.763
MDG,2015,19.335
AGO,2019,14.979
CHN,2015,3.202
GEO,2012,20.314
DNK,2012,3.144
AFR,2019,20.645
AGO,2017,51.011
UGA,2012,92.54
MKD,2012,4.912
MKD,2013,70.984
ARE,2017,3.174
SAU,2013,5.11
BHR,2015,61.887
LTU,2017,30.749
PAN,2010,2.47
WPR,2010,5.177
ZMB,2017,16.567
AUS,2014,0.693
AMR,2012,1.003
ZWE,2014,10.273
ROU,2015,26.244
MLI,2012,24.035
CIV,2017,31.572
SWE,2010,0.894
MDA,2014,1.478
CPV,2017,57.563
UZB,2014,5.497
TLS,2011,16.334
SGP,2012,4.057
SWE,2016,6.37
HTI,2010,27.983
SAU,2011,12.59
BEN,2017,0.14
IRQ,2013,6.073
JPN,2010,1.37
LVA,2015,12.036
CAF,2010,7.066
SYC,2012,1.888
SRB,2013,52.553
KOR,2014,16.781
TZA,2010,0.016
LKA,2012,5.019
GAB,2014,11.827
WPR,2017,4.352
KOR,2017,20.729
CAN,2011,11.666
IND,2016,47.105
BLZ,2013,3.742
DNK,2018,2.306
DZA,2019,48.447
JOR,2011,22.556
PHL,2013,48.929
EST,2017,19.498
BRB,2011,4.458
ISR,2013,13.064
TGO,2017,76.675
KOR,2010,35.966
SLE,2012,21.646
NLD,2016,2.349
BGD,2013,25.008
NZL,2019,5.563
CIV,2010,36.536
URY,2013,3.146
DOM,2019,5.59
NIC,2011,51.376
TUR,2016,25.027
FRA,2016,2.181
MOZ,2017,1.726
KGZ,2010,131.745
GBR,2016,19.268
TGO,2010,134.546
GNQ,2011,14.243
SOM,2013,16.996
COL,2011,31.593
COG,2019,28.49
WPR,2013,19.983
MEX,2012,0.678
ZAF,2016,1.75
CAF,2011,12.638
AFR,2010,0.255
LBN,2010,4.636
PHL,2012,2.509
PNG,2010,0.569
TJK,2016,33.826
SEAR,2019,16.184
USA,2018,1.65
CAN,2013,1.141
IDN,2010,63.55
HND,2011,52.809
BTN,2016,26.387
BFA,2010,30.224
BTN,2014,22.569
MYS,2011,23.266
KAZ,2017,7.46
GAB,2017,15.319
BFA,2014,33.976
FRA,2012,4.882
NGA,2012,7.49
SVN,2018,27.922
MMR,2010,1.602
IRQ,2014,3.799
THA,2014,5.074
BIH,2012,3.615
FSM,2015,1.314
ARG,2015,19.94
SGP,2017,2.137
PRT,2019,0.433
SDN,2017,6.672
DOM,2010,0.694
CAF,2019,28.728
USA,2018,0.977
JPN,2014,11.413
GIN,2016,0.333
DZA,2011,9.42
ISR,2017,11.009
TGO,2011,51.539
DOM,2016,25.441
SRB,2015,14.568
GNQ,2016,0.346
CPV,2013,1.2
SEAR,2019,32.472
MLI,2019,26.445
MWI,2010,3.56
MDA,2019,43.16
CAF,2015,134.319
PER,2012,4.245
LBR,2012,14.226
NER,2015,0.103
MYS,2015,10.556
TON,2011,14.317
TUR,2012,4.521
DZA,2017,4.196
SAU,2010,57.022
LVA,2013,72.318
ARE,2014,26.302
KIR,2011,0.999
BLZ,2019,3.596
BWA,2018,19.657
DJI,2013,4.386
YEM,2019,4.709
GHA,2012,2.645
CZE,2019,29.293
AFG,2018,28.885
SAU,2010,12.953
DJI,2016,15.589
POL,2016,5.883
NOR,2010,1.147
AFR,2018,59.632
AUT,2010,0.738
BEN,2015,32.093
GMB,2015,86.182
LAO,2015,27.697
UGA,2013,21.386
SOM,2012,23.735
GUY,2010,62.968
JPN,2016,6.077
EUR,2014,2.996
TJK,2015,1.82
USA,2011,2.406
GRC,2018,3.405
BGD,2014,11.882
LVA,2015,0.62
HTI,2012,11.426
HND,2010,25.737
PAN,2016,5.449
KHM,2013,18.582
ROU,2015,15.259
MMR,2015,1.461
HND,2014,3.146
ROU,2011,45.35
SEAR,2013,44.021
BGR,2010,2.76
ZAF,2017,54.076
DZA,2010,9.459
FRA,2015,1.594
MLT,2018,2.443
GHA,2012,24.787
GIN,2013,6.153
TUN,2013,1.667
NLD,2016,6.0
YEM,2018,123.268
MMR,2014,24.745
ARG,2019,3.289
ECU,2014,4.408
TZA,2019,9.854
BTN,2018,9.741
GNB,2018,29.241
ATG,2017,1.662
ETH,2019,13.208
NER,2017,108.44
HND,2015,31.822
LCA,2012,21.84
LAO,2016,13.863
DNK,2010,21.339
OMN,2019,0.7
SDN,2014,73.097
LSO,2012,50.423
NOR,2014,7.901
LVA,2013,12.7
BTN,2012,8.12
JOR,2014,33.324
URY,2014,2.179
STP,2012,31.06
BIH,2019,17.428
JPN,2011,2.162
AUS,2013,0.406
SEAR,2017,15.296
TZA,2019,12.024
ZWE,2010,79.747
GAB,2010,24.41
SVK,2011,0.91
BLZ,2016,3.305
KGZ,2011,1.115
KGZ,2017,57.386
NAM,2013,24.305
CUB,2013,4.639
TCD,2015,124.338
TGO,2019,0.162
LAO,2018,10.397
LUX,2011,2.855
MAR,2010,59.122
ARG,2011,22.707
ZAF,2014,0.94
ROU,2012,13.911
ZWE,2011,0.266
TGO,2016,45.815
CIV,2017,37.585
LBR,2010,70.212
PRY,2014,2.987
PRT,2015,3.07
VNM,2017,3.251
BLZ,2011,17.233
MEX,2013,3.109
SYR,2017,2.466
EGY,2011,8.674
HRV,2017,2.351
JOR,2019,9.108
COL,2010,16.395
CIV,2012,35.922
NER,2018,30.746
TKM,2016,121.291
IRN,2016,3.708
AUS,2010,1.098
MLI,2018,8.195
BRB,2015,0.372
SGP,2010,3.381
SYR,2014,67.272
ISR,2018,1.74
TJK,2016,17.195
FIN,2011,0.735
CRI,2018,2.178
ATG,2018,2.033
KIR,2015,37.391
SLB,2015,0.279
PRT,2010,3.266
MRT,2019,66.075
MNE,2019,22.473
CRI,2016,2.808
FSM,2016,24.852
SWZ,2015,0.365
SWZ,2015,0.194
GEO,2013,56.742
SWZ,2013,23.065
LCA,2019,0.553
TUR,2014,7.188
CZE,2010,38.777
IRN,2010,54.6
LUX,2015,13.612
MUS,2018,4.446
DJI,2013,22.839
AFG,2017,35.853
ATG,2013,0.999
MDV,2015,5.722
MKD,2018,7.363
SOM,2012,32.109
LBR,2011,27.935
AFG,2011,154.366
TTO,2011,0.263
BRA,2014,5.509
YEM,2014,5.816
GBR,2018,4.864
SLB,2017,2.435
AFG,2014,154.149
AFR,2010,17.106
COL,2018,24.469
WSM,2018,2.81
URY,2011,3.457
NGA,2012,19.416
PRY,2016,4.842
TLS,2018,64.142
HND,2019,2.523
BGR,2017,3.02
BLZ,2015,17.392
VUT,2010,56.593
TZA,2019,9.905
GNB,2011,109.317
BEL,2012,2.723
SUR,2013,0.821
SLE,2017,38.957
AGO,2017,60.179
BTN,2017,26.652
ZWE,2017,29.271
CZE,2018,4.132
IDN,2017,21.221
TJK,2017,33.316
IND,2012,76.291
EUR,2013,1.981
TGO,2019,41.831
GHA,2019,2.256
MYS,2013,10.806
CRI,2015,19.502
KGZ,2012,169.419
SWZ,2011,0.2
IRL,2010,1.961
AUT,2017,1.395
BLZ,2017,1.505
SVN,2016,2.34
QAT,2017,67.484
NPL,2012,28.162
ARM,2014,5.355
NPL,2018,95.086
FSM,2018,2.812
MNG,2019,3.714
BGD,2014,24.136
OMN,2014,18.581
ISR,2017,2.33
TUN,2015,4.194
DJI,2016,0.248
TLS,2010,24.155
TLS,2013,1.476
HUN,2017,7.655
MUS,2013,0.547
CHE,2010,7.886
WPR,2010,31.144
USA,2017,7.736
BEL,2016,2.013
MLT,2013,2.216
IRQ,2011,72.192
LBN,2014,2.264
QAT,2012,12.329
DOM,2010,13.664
COM,2019,10.999
BRA,2017,0.903
MMR,2012,9.867
LBN,2015,2.278
NLD,2016,2.505
VCT,2010,30.697
KIR,2018,4.521
LAO,2015,21.378
SDN,2015,0.303
TUR,2011,2.543
ATG,2011,20.258
LCA,2016,0.338
NZL,2013,11.256
GHA,2011,6.617
CPV,2011,9.13
NLD,2019,1.909
COL,2011,2.7
DJI,2012,15.7
YEM,2013,0.783
ETH,2014,56.832
UKR,2010,0.511
NIC,2011,4.508
TLS,2014,11.849
MAR,2012,41.884
SEAR,2015,11.087
CHN,2018,31.125
TTO,2010,1.386
BRB,2010,2.865
KGZ,2017,2.512
DNK,2011,1.974
SGP,2010,41.001
NOR,2019,0.719
BHR,2014,37.472
COG,2017,0.467
BEN,2012,7.109
NAM,2016,24.352
SRB,2018,49.995
IRN,2019,9.166
AUT,2014,2.135
JPN,2019,11.793
LTU,2016,6.519
MAR,2018,10.752
MLI,2012,20.502
CMR,2017,42.264
SWZ,2012,27.035
YEM,2011,0.746
AFG,2011,23.843
CHN,2015,7.232
ECU,2015,0.477
LAO,2018,27.987
EMR,2010,12.835
AFR,2018,0.287
FJI,2011,0.727
AFG,2016,19.618
MWI,2018,1.692
GBR,2017,2.314
MNE,2014,34.389
CZE,2013,30.51
BEL,2016,2.498
LTU,2017,1.514
KGZ,2016,3.933
MYS,2016,2.375
BRA,2013,10.733
GHA,2017,0.31
KIR,2018,10.168
ARM,2011,3.613
BDI,2016,65.462
EMR,2010,19.116
CUB,2019,1.734
HRV,2012,1.022
NIC,2016,6.972
SOM,2012,26.616
BFA,2011,2.917
SVK,2018,2.637
ALB,2013,56.365
AMR,2014,13.942
KEN,2019,8.479
BGR,2013,88.573
COG,2013,22.242
CRI,2018,20.998
CIV,2012,130.817
GBR,2014,13.036
NLD,2012,2.188
GIN,2016,29.815
DOM,2011,19.049
BIH,2010,21.225
CHN,2013,18.248
MWI,2016,22.873
SWZ,2015,19.313
PAK,2011,67.088
SOM,2017,23.468
FSM,2012,4.499
GRD,2015,0.411
QAT,2018,11.288
CPV,2017,51.81
AMR,2015,2.45
SVK,2012,5.927
ROU,2016,3.557
VUT,2012,4.772
SVN,2011,11.765
MEX,2016,0.625
NLD,2017,12.184
LBN,2016,42.278
PAK,2015,93.995
GNB,2019,38.829
LTU,2016,0.671
EMR,2012,63.574
GLOBAL,2015,4.172
IRQ,2015,86.874
AZE,2016,129.625
OMN,2013,82.711
BTN,2010,10.309
PAK,2012,97.996
COM,2018,10.543
ZAF,2018,15.783
AGO,2015,24.657
SGP,2013,0.262
LTU,2012,7.82
UKR,2012,3.223
NIC,2011,0.727
LUX,2011,13.441
MLT,2015,28.512
TUR,2012,7.983
KHM,2017,13.459
ITA,2015,2.982
BLR,2010,15.015
ARG,2019,28.528
LAO,2018,32.366
EMR,2012,98.29
JOR,2017,7.766
TGO,2012,25.631
GLOBAL,2018,1.347
IRQ,2015,1.65
ISR,2010,14.284
CAF,2015,110.118
CHN,2019,82.748
BGR,2011,2.137
ISR,2016,21.16
FJI,2018,28.495
TGO,2013,81.468
HRV,2012,0.484
SAU,2014,49.493
PAN,2012,0.513
USA,2013,1.992
AUT,2016,2.089
MLI,2013,26.457
VNM,2011,1.923
GLOBAL,2014,54.068
COG,2011,79.55
SYC,2012,25.749
MMR,2015,90.231
LUX,2014,0.694
COG,2017,0.192
TON,2010,2.047
GNB,2016,0.19
SYC,2016,57.46
CIV,2016,32.426
MLT,2018,0.533
GRC,2016,13.246
BRB,2017,18.129
LBN,2011,2.33
UGA,2014,22.652
ARG,2011,17.453
KAZ,2018,56.646
SOM,2013,2.645
MEX,2012,4.281
LKA,2013,0.36
ISL,2019,5.806
BTN,2018,15.254
FRA,2018,1.172
KHM,2013,17.743
CAF,2012,23.058
GMB,2013,28.704
MUS,2019,3.967
NZL,2019,1.261
JAM,2014,8.526
MAR,2011,10.434
IRN,2013,2.382
CHL,2012,1.909
ARG,2013,2.027
LSO,2019,0.609
CYP,2012,29.724
AUS,2010,10.443
THA,2019,5.502
CPV,2016,8.648
DOM,2012,30.978
IRL,2012,22.792
BTN,2019,13.799
LBN,2010,3.756
OMN,2018,110.569
ARE,2011,29.023
KEN,2019,13.771
BEN,2019,79.043
MEX,2014,38.374
UKR,2015,81.77
SWE,2014,12.665
PAN,2019,0.364
VNM,2010,5.447
ECU,2017,4.32
BLR,2019,0.534
AZE,2010,89.388
COL,2012,26.724
GNQ,2015,5.712
BEN,2016,27.62
MDV,2011,0.408
SOM,2018,0.218
BRA,2019,18.151
IDN,2014,0.486
BEN,2012,27.904
JAM,2019,19.536
NIC,2019,6.064
SLE,2015,37.546
THA,2012,23.866
LBN,2010,4.649
BLR,2018,0.278
ITA,2012,2.711
PNG,2014,0.297
COD,2019,16.034
NZL,2011,15.741
RUS,2014,2.448
GNB,2015,29.896
DZA,2016,9.124
BWA,2016,0.192
CAF,2010,26.695
SDN,2013,15.271
QAT,2016,97.405
GEO,2014,45.969
PRK,2012,5.948
SYR,2010,2.189
TLS,2013,1.079
GAB,2019,12.429
NPL,2016,16.043
EST,2013,2.258
HND,2018,25.565
SWE,2011,1.927
GRC,2017,2.688
LKA,2012,5.322
GAB,2017,26.283
MRT,2012,3.308
SUR,2013,2.556
BRN,2014,0.9
NLD,2017,2.212
GMB,2014,108.097
COM,2019,10.43
BLZ,2013,3.595
AUT,2017,2.228
BIH,2011,29.661
USA,2016,11.735
MKD,2010,5.343
TKM,2018,16.974
CRI,2019,2.62
BOL,2014,5.216
DNK,2016,14.054
ISL,2015,8.333
QAT,2016,1.651
HRV,2015,1.513
BOL,2015,1.396
CYP,2017,0.962
TGO,2018,26.305
MDG,2011,5.008
SSD,2011,2.824
AUT,2016,0.526
BLR,2010,2.031
ROU,2017,1.062
SEN,2016,15.542
NER,2018,0.102
URY,2010,2.666
TJK,2016,186.813
GBR,2013,2.506
MNE,2019,23.517
UKR,2012,110.112
PNG,2015,46.143
NOR,2010,1.159
KHM,2015,17.257
SAU,2014,21.962
SWE,2017,1.058
CZE,2015,5.091
MYS,2012,29.149
FRA,2014,11.194
GEO,2012,4.285
AUS,2017,0.539
CUB,2014,4.122
BGD,2018,0.959
BRN,2017,1.127
EST,2014,0.838
BHR,2016,54.541
BWA,2014,15.845
PRK,2010,24.378
PAK,2012,67.08
TTO,2012,1.082
TCD,2016,43.9
GBR,2019,4.529
BTN,2013,7.806
LUX,2013,15.088
ARE,2011,12.76
SEN,2010,80.043
GRC,2012,2.463
NPL,2014,2.592
CUB,2011,14.2
SEAR,2010,18.593
KAZ,2013,23.252
LVA,2010,4.531
COG,2011,19.678
FSM,2011,8.729
MLT,2015,2.268
KAZ,2012,12.374
IND,2016,0.842
AZE,2011,30.83
ROU,2010,30.784
LSO,2018,10.735
LSO,2018,39.646
ARG,2013,24.98
CPV,2012,1.853
CYP,2012,23.041
NER,2015,31.35
IRL,2018,16.554
DJI,2018,60.763
SLV,2015,3.406
SUR,2017,14.676
VEN,2012,6.78
DJI,2018,24.434
MKD,2015,5.967
USA,2016,0.578
GNB,2015,23.741
ARG,2016,20.413
ITA,2014,2.912
GTM,2017,5.815
DOM,2016,22.78
JPN,2018,0.456
UGA,2019,60.71
GRD,2013,5.888
NGA,2019,26.393
COD,2010,41.555
CYP,2013,3.153
TUR,2014,25.993
AGO,2015,21.202
POL,2010,50.101
HND,2013,9.897
TCD,2016,49.822
ITA,2012,1.78
NPL,2012,16.544
CPV,2019,1.085
ERI,2018,30.983
GMB,2012,6.201
NER,2011,97.38
NAM,2018,12.776
WSM,2014,37.76
BLR,2016,0.552
CPV,2017,2.402
TKM,2018,77.326
SUR,2013,39.625
UGA,2019,0.67
WPR,2015,68.982
TGO,2015,29.089
AMR,2010,11.924
AUT,2012,2.763
SEAR,2010,42.905
GBR,2018,1.918
FRA,2015,1.222
NIC,2018,33.278
FIN,2010,0.506
BRN,2010,26.856
GMB,2014,28.666
BEN,2018,29.887
JAM,2012,6.672
NPL,2011,11.514
TZA,2017,11.106
SRB,2010,38.902
SOM,2015,28.346
GTM,2016,19.137
IND,2019,17.222
RUS,2012,2.114
MDA,2016,2.271
BDI,2018,18.004
COD,2013,15.855
CHE,2016,14.376
BIH,2017,2.268
RUS,2018,1.969
NLD,2018,1.762
TJK,2012,43.017
MKD,2013,5.778
NER,2017,29.626
TGO,2010,28.908
TLS,2019,1.078
BRN,2012,0.861
ARG,2014,10.86
MOZ,2010,0.162
MOZ,2014,18.542
HRV,2017,1.714
MMR,2019,59.447
SOM,2015,0.263
LAO,2018,77.485
GRC,2013,0.988
SWZ,2012,85.297
PAN,2017,22.96
DOM,2015,17.238
SUR,2011,2.431
VEN,2015,6.423
GMB,2018,0.045
IRQ,2017,2.96
IDN,2017,20.773
VCT,2010,3.528
DEU,2015,2.005
SLV,2010,0.54
SLV,2013,7.913
ARG,2019,4.365
DJI,2016,18.559
FSM,2012,2.73
CAF,2012,0.416
PER,2016,1.208
GBR,2012,2.082
LBY,2018,55.735
PRY,2017,12.085
ISR,2011,7.512
PER,2012,1.626
MDA,2013,78.436
CAF,2016,0.404
MDG,2015,18.158
MDA,2016,2.39
TUN,2011,1.674
CAF,2011,31.916
PAN,2018,1.964
ZAF,2011,15.589
KEN,2012,41.572
KAZ,2013,3.537
MOZ,2019,1.733
SYC,2012,4.413
LKA,2016,0.719
ARG,2014,19.708
TKM,2019,87.031
GLOBAL,2017,8.004
BRA,2018,3.904
PNG,2012,17.793
SDN,2017,0.304
LCA,2017,0.104
SYC,2012,33.858
WSM,2018,2.817
TUR,2015,6.591
GRD,2011,23.433
COG,2016,0.196
KGZ,2011,5.298
SDN,2019,3.144
TJK,2019,11.244
JOR,2011,2.269
HTI,2016,54.931
UGA,2019,17.152
EST,2015,0.329
NIC,2011,5.383
SLE,2014,0.229
HRV,2012,57.017
IRQ,2010,83.079
JAM,2016,8.276
AUT,2010,2.646
KIR,2010,36.5
ATG,2018,22.223
GIN,2014,0.323
TON,2011,8.152
LAO,2016,11.922
SYR,2019,3.323
LSO,2012,112.469
SRB,2010,8.829
GIN,2018,92.516
SWE,2015,0.661
VCT,2011,0.221
ALB,2017,29.729
CIV,2017,92.457
CYP,2017,2.421
VUT,2019,56.749
AUT,2017,1.292
IRL,2010,0.9
MNE,2014,83.823
HTI,2019,0.259
MKD,2011,6.432
NPL,2016,34.291
CPV,2014,1.835
BDI,2010,22.61
ATG,2010,25.055
NER,2015,29.726
DNK,2015,2.756
AUS,2017,6.962
GMB,2015,0.56
JAM,2010,2.706
GNB,2015,0.45
BTN,2016,0.979
EUR,2015,1.389
JAM,2017,1.56
RWA,2014,17.931
MLI,2017,17.482
GRD,2014,4.13
MLI,2019,17.822
COM,2013,47.991
BLZ,2017,0.274
SDN,2016,15.072
MMR,2015,24.799
SUR,2013,1.208
STP,2018,31.263
USA,2017,1.631
USA,2014,0.848
BHS,2014,1.924
MAR,2014,64.84
AGO,2013,0.489
CHN,2011,11.219
JAM,2010,6.374
NIC,2013,5.813
NAM,2014,0.22
EMR,2017,44.369
LSO,2019,0.158
TJK,2018,6.57
MOZ,2019,29.38
LAO,2011,0.901
BWA,2010,0.472
BDI,2017,16.856
GNB,2014,85.095
KIR,2012,0.174
TUR,2019,6.421
MOZ,2013,52.515
RUS,2017,0.412
QAT,2019,64.616
BEN,2012,75.118
GHA,2015,124.146
MAR,2016,3.028
MMR,2016,20.001
KIR,2012,22.106
BEN,2014,97.194
NPL,2019,2.893
MLI,2016,21.299
HND,2014,31.691
SLV,2014,40.649
BHR,2010,13.252
AUT,2014,2.019
GNQ,2011,20.792
PER,2018,3.566
CAN,2015,0.749
TCD,2018,0.364
COD,2011,23.581
MWI,2016,36.3
ETH,2018,20.064
PNG,2017,3.678
SWZ,2014,0.146
KWT,2015,42.752
LSO,2012,16.874
IDN,2016,72.262
ECU,2012,32.324
SAU,2018,20.629
IND,2012,111.27
FIN,2016,11.27
LBN,2018,2.522
CZE,2011,62.965
HUN,2018,47.816
BGD,2019,2.748
BHS,2013,1.83
ITA,2010,1.042
AFG,2013,31.049
KWT,2018,2.152
LTU,2010,8.929
BRA,2017,35.975
PER,2014,1.186
BHS,2012,2.371
DOM,2011,0.642
CHN,2016,9.768
MDA,2013,2.652
CHL,2017,15.318
BHS,2011,0.067
RWA,2016,20.247
BRA,2014,6.985
AFR,2012,4.961
GLOBAL,2017,8.951
SWE,2017,0.276
BEN,2019,90.07
TON,2010,0.269
MMR,2010,13.378
URY,2019,2.82
KHM,2018,16.19
MDG,2013,56.305
BEL,2011,8.516
PHL,2018,13.753
EST,2019,0.36
BLZ,2017,3.915
LSO,2013,31.244
GHA,2016,120.93
COM,2011,16.611
SLB,2013,11.921
BEL,2013,15.118
LAO,2019,2.015
LSO,2015,0.311
ARM,2014,70.316
DNK,2018,2.796
PAN,2018,1.605
TKM,2016,26.062
CHN,2012,4.846
GEO,2014,4.319
PRY,2018,16.768
VNM,2012,33.355
TJK,2011,41.558
GUY,2018,0.169
AFR,2012,3.5
SLE,2010,103.806
PRK,2018,14.683
PRY,2010,7.906
CUB,2011,2.314
ERI,2016,19.121
BTN,2014,9.811
GRD,2018,6.393
PAN,2016,1.853
RWA,2014,16.912
GBR,2017,5.069
PHL,2011,3.454
BGR,2018,3.011
AGO,2011,15.851
SSD,2019,1.421
USA,2012,1.787
TZA,2013,10.822
FRA,2012,18.412
COM,2013,17.265
TJK,2017,37.199
TZA,2011,36.661
GHA,2018,48.513
SLV,2017,15.366
NLD,2016,1.311
CUB,2014,4.867
PRY,2017,7.657
PRY,2011,38.131
VCT,2019,0.894
UGA,2017,61.134
SLE,2015,0.577
ZMB,2010,20.7
DNK,2018,2.222
CHL,2010,7.753
IRQ,2017,0.843
IRQ,2015,55.824
IRQ,2019,0.876
FIN,2019,0.224
CMR,2015,23.965
MDG,2016,69.998
ECU,2018,0.434
KEN,2014,0.227
KWT,2013,1.5
CAF,2011,92.736
FJI,2015,40.323
HRV,2015,10.21
TLS,2017,11.927
SYR,2012,62.653
EUR,2016,50.497
AUS,2018,0.595
SEAR,2017,14.249
GEO,2017,0.357
TLS,2015,16.442
BGR,2010,4.464
TJK,2015,158.158
CAN,2014,0.663
GIN,2012,4.794
BFA,2018,34.165
SLB,2013,44.945
AFG,2012,96.141
BHS,2019,0.079
TUN,2018,0.287
ZAF,2012,12.267
MUS,2014,1.964
EST,2012,13.307
MNE,2011,1.376
GHA,2017,10.626
ROU,2012,2.065
MKD,2013,1.039
BEN,2019,26.551
CUB,2018,20.986
