Country,Year,MortalityRate_per_100k
NAM,2014,13.264
DNK,2017,2.608
UKR,2012,50.725
CZE,2016,1.972
ERI,2015,32.388
ARM,2019,3.615
ZWE,2013,27.667
MOZ,2018,22.917
AFG,2010,176.42
TZA,2017,9.95
UKR,2012,0.442
BLR,2015,8.995
CIV,2012,0.449
COL,2011,13.683
WPR,2019,4.746
SGP,2013,1.801
MLT,2013,2.364
PAK,2015,65.798
EST,2012,23.091
TCD,2014,108.385
EUR,2010,38.097
MRT,2014,10.194
BEN,2014,20.042
GUY,2012,1.389
LVA,2014,1.607
BIH,2012,4.961
CHE,2011,1.295
LAO,2012,10.027
BIH,2012,2.355
MKD,2017,4.214
TUN,2018,1.717
BEN,2011,27.486
ROU,2014,13.88
CHE,2010,2.076
MWI,2011,42.851
CZE,2016,4.015
MNE,2014,0.666
SLB,2014,0.125
KEN,2019,39.694
CYP,2019,1.701
KWT,2014,1.728
GLOBAL,2013,3.1
GHA,2017,29.736
DOM,2018,21.07
MUS,2017,5.962
BWA,2010,19.535
PER,2010,4.388
OMN,2019,94.143
ITA,2019,0.822
HRV,2011,10.306
SLB,2015,46.973
SGP,2014,13.278
GIN,2010,21.714
PHL,2016,31.824
JOR,2017,22.985
DNK,2019,1.309
BEN,2019,20.024
TUN,2019,3.028
SLB,2017,57.515
BDI,2013,21.56
DNK,2013,3.125
LBR,2018,24.842
NOR,2017,1.072
AFR,2019,3.132
GLOBAL,2016,27.207
CAF,2017,8.606
FRA,2016,0.545
AZE,2015,77.996
LBY,2015,1.672
MYS,2014,0.778
ALB,2015,1.292
KHM,2010,4.84
KAZ,2010,1.007
CAF,2014,8.944
SEN,2018,15.003
GLOBAL,2014,7.505
VUT,2014,6.168
PRY,2014,2.525
DNK,2019,2.165
LSO,2014,148.942
IRQ,2018,1.871
CPV,2011,24.279
MNE,2019,76.538
KAZ,2017,14.356
BRN,2014,4.775
COL,2011,4.131
TGO,2019,21.939
ISR,2018,2.39
MDG,2013,0.056
SRB,2012,5.4
MMR,2010,99.97
GHA,2016,34.589
CRI,2017,1.644
BHS,2016,1.343
ETH,2015,2.652
MEX,2014,4.292
FIN,2019,0.117
GLOBAL,2018,9.02
HTI,2017,54.851
BRB,2013,8.002
GRC,2016,31.331
VNM,2010,3.518
BEL,2016,11.23
COD,2017,27.524
RUS,2016,60.738
OMN,2010,76.666
AMR,2018,1.903
ALB,2017,1.571
DJI,2019,0.254
SAU,2015,0.494
TUR,2011,1.096
ARE,2012,40.642
BDI,2018,21.966
AFG,2012,159.958
SYR,2015,4.862
QAT,2014,5.109
CRI,2015,2.017
LKA,2010,46.618
USA,2017,10.62
AMR,2012,32.412
BLR,2016,104.937
ROU,2016,3.398
DJI,2010,20.724
PNG,2016,3.228
LUX,2019,9.598
PNG,2015,0.465
TJK,2017,14.428
LSO,2013,145.187
CYP,2017,2.759
IRN,2010,3.801
FRA,2018,0.911
ISL,2013,6.034
AUT,2010,19.666
EUR,2010,1.464
UGA,2015,63.915
PRY,2019,4.114
WPR,2018,4.932
THA,2012,1.95
AGO,2014,16.029
ERI,2010,113.111
GAB,2013,21.89
GNQ,2012,20.302
NAM,2013,0.156
GBR,2019,9.744
SYC,2014,0.577
NGA,2013,0.277
MNG,2013,4.273
PRK,2014,10.428
FSM,2019,4.696
TLS,2017,23.427
USA,2010,1.041
MNG,2019,70.123
FIN,2012,0.376
KOR,2018,3.99
WPR,2016,15.238
GMB,2018,36.803
DNK,2015,1.471
WPR,2011,11.05
GHA,2012,26.542
SEAR,2013,13.051
CPV,2015,2.303
CHE,2013,6.991
BHS,2010,0.117
LBY,2016,8.68
SDN,2017,3.336
SUR,2010,9.429
AUT,2012,1.283
LTU,2017,0.298
LSO,2012,26.117
LCA,2016,7.149
VEN,2012,3.447
LKA,2011,5.034
IRL,2011,24.904
IRL,2018,1.694
AUT,2010,2.877
TUR,2016,18.804
MLI,2019,16.82
SYR,2019,10.791
UKR,2019,7.305
GRC,2019,29.541
BDI,2014,0.357
CHE,2018,1.406
BFA,2010,119.261
NER,2016,22.231
MEX,2019,0.508
COM,2011,45.591
PHL,2018,0.759
COD,2016,17.692
GMB,2014,85.368
AUS,2019,0.958
BRA,2019,2.056
NGA,2017,35.623
ZMB,2019,11.935
COD,2018,0.319
AUS,2011,5.908
LBN,2010,1.635
AMR,2014,3.034
NPL,2010,29.991
LVA,2014,0.52
GNB,2016,20.802
GNQ,2016,14.313
JAM,2017,22.569
COL,2015,3.335
TGO,2010,22.474
NIC,2014,5.71
COG,2019,0.206
WPR,2018,7.373
KWT,2018,44.715
NZL,2011,1.404
VCT,2012,1.502
ATG,2011,23.557
TON,2015,24.939
ATG,2011,1.482
BIH,2018,1.946
NGA,2012,97.424
ISR,2014,2.12
GMB,2012,20.784
HUN,2010,11.092
SLE,2015,0.238
ESP,2013,2.257
PRT,2017,0.743
BEL,2010,23.587
KEN,2017,1.718
NPL,2014,34.605
MOZ,2012,6.303
SWZ,2010,12.516
SOM,2018,81.873
ISR,2014,12.402
ETH,2016,12.034
ROU,2018,38.866
IRQ,2012,2.844
SLE,2016,99.31
GNB,2011,140.397
GMB,2016,19.094
GNQ,2017,22.019
MOZ,2019,0.105
TTO,2010,5.599
JPN,2015,3.504
SUR,2016,1.089
USA,2018,8.029
SYC,2014,2.573
DJI,2019,59.76
ALB,2019,33.56
KIR,2019,49.198
QAT,2016,79.477
FRA,2014,4.116
CMR,2011,27.827
LKA,2016,3.352
SLB,2017,46.084
HTI,2011,10.786
PER,2013,28.191
NGA,2013,7.23
EUR,2014,1.321
COD,2012,95.249
EST,2017,0.746
GUY,2017,14.463
COD,2014,68.717
ZWE,2012,23.32
MYS,2013,2.352
TUN,2012,1.622
ESP,2012,2.47
BRN,2018,7.604
CPV,2016,2.11
SRB,2010,73.979
STP,2016,27.694
PHL,2010,6.618
MDA,2018,57.15
NOR,2015,10.186
SAU,2017,0.498
AFR,2018,23.809
YEM,2013,22.09
BOL,2019,20.409
CHE,2015,8.499
CYP,2012,3.501
USA,2015,11.21
CZE,2017,26.52
BOL,2017,15.639
KHM,2018,16.07
AFG,2017,9.663
SLB,2015,12.566
IRQ,2019,46.398
ARM,2011,1.758
MLT,2016,2.56
IRL,2016,1.195
KGZ,2011,10.853
TGO,2014,18.623
AMR,2015,0.666
EGY,2012,5.612
LVA,2016,10.151
LBR,2016,62.849
NAM,2017,6.464
SEN,2015,22.063
CRI,2013,3.65
MLT,2016,2.603
ECU,2014,12.434
VUT,2017,4.678
MWI,2012,3.362
OMN,2011,18.481
TZA,2013,10.416
TJK,2013,43.934
VNM,2011,3.012
KHM,2012,17.766
AMR,2014,17.61
IRQ,2019,3.077
LBN,2016,2.567
MDG,2010,18.005
UKR,2013,109.786
SWE,2017,0.412
AMR,2012,3.86
PER,2018,1.163
HUN,2015,2.804
QAT,2018,8.1
GRD,2017,33.654
CAN,2013,0.736
SLB,2019,2.412
MMR,2015,27.696
MRT,2012,2.973
SVK,2016,34.66
AMR,2012,2.594
FJI,2013,0.723
MMR,2016,2.749
MLI,2019,4.592
ZWE,2019,24.997
BGD,2016,22.499
GNB,2010,142.947
LBY,2014,0.339
MUS,2013,0.253
TON,2016,0.938
DNK,2019,15.749
GNQ,2013,13.258
CPV,2010,1.744
KWT,2012,56.482
AGO,2015,21.719
LBR,2015,13.618
MWI,2017,19.456
TUN,2017,10.361
QAT,2010,3.663
MUS,2018,0.569
SDN,2016,66.207
SAU,2012,5.814
DNK,2011,3.096
PER,2013,1.506
VUT,2010,4.684
AZE,2019,2.375
BLZ,2012,0.24
HND,2013,0.831
CRI,2018,2.65
TZA,2010,1.527
GRC,2015,5.482
VCT,2012,6.875
SEN,2019,62.188
TTO,2016,3.87
AUT,2017,1.764
BWA,2016,4.179
PNG,2016,31.174
GBR,2012,2.477
NER,2015,37.566
GEO,2017,72.238
PHL,2019,74.004
ISR,2017,1.982
SYR,2015,10.038
NOR,2018,0.436
IRL,2012,14.439
BWA,2016,14.044
FSM,2016,41.959
ZWE,2015,2.268
GHA,2013,2.525
CAF,2018,28.161
ISL,2010,1.606
JPN,2015,2.211
HND,2018,0.544
AFR,2015,4.682
RWA,2019,0.787
DEU,2014,0.974
RWA,2019,16.772
BGD,2014,9.721
LCA,2014,2.645
STP,2014,19.842
AFR,2011,17.812
TTO,2011,1.53
COD,2016,22.587
AUS,2017,0.559
MUS,2013,5.261
IRQ,2012,22.591
CIV,2017,111.566
KWT,2018,34.631
EGY,2015,8.016
ITA,2017,2.33
MYS,2016,1.578
BRA,2016,5.339
MUS,2018,5.271
JPN,2011,6.091
EMR,2018,44.642
MYS,2014,10.303
HRV,2010,38.484
GNQ,2012,25.107
MLT,2010,3.026
IRQ,2010,52.35
SVK,2010,1.13
LVA,2013,1.393
JOR,2019,3.214
GNQ,2017,0.816
POL,2018,4.553
PAN,2019,1.827
CZE,2016,1.134
BRB,2012,17.512
IRQ,2019,4.415
LAO,2019,28.894
LTU,2011,9.739
ROU,2014,15.913
KHM,2015,49.996
BGR,2013,34.163
BIH,2013,19.441
PER,2017,28.009
UGA,2010,21.446
EST,2015,14.179
VUT,2012,58.485
ARE,2012,44.978
BLZ,2010,4.029
MEX,2014,25.835
ZWE,2016,10.2
SVK,2019,2.318
SVN,2010,20.467
CHL,2012,9.965
DEU,2017,1.334
PRK,2018,5.961
AUT,2019,0.908
AZE,2017,4.07
CAF,2016,26.008
EST,2015,2.066
USA,2012,1.447
CPV,2019,36.835
GAB,2018,44.013
BHR,2011,11.564
THA,2013,6.48
AFR,2017,15.495
POL,2010,8.372
BEN,2014,30.734
KAZ,2016,7.749
LTU,2014,47.44
ARG,2017,0.66
IRN,2010,10.331
LVA,2016,2.743
GRD,2016,22.824
HND,2018,48.123
CAN,2017,0.622
ROU,2012,1.114
TON,2013,15.51
CMR,2011,50.109
BEL,2010,31.532
LBR,2017,21.766
VUT,2010,44.871
MLI,2010,6.729
MYS,2014,21.211
BRA,2013,4.733
COG,2015,30.716
CPV,2013,0.897
GRC,2014,2.372
GIN,2011,0.518
MMR,2012,25.067
SSD,2017,43.631
OMN,2013,9.752
SUR,2015,18.108
COD,2013,0.56
MAR,2012,11.649
ROU,2013,0.834
KGZ,2015,144.208
SDN,2014,14.387
BLR,2012,1.571
MWI,2017,22.134
BIH,2015,39.548
UKR,2011,3.063
LTU,2013,6.908
USA,2010,2.094
ALB,2016,57.05
TZA,2017,10.145
WPR,2015,90.744
ETH,2013,51.373
SYC,2019,0.638
DOM,2019,0.926
BGD,2016,0.875
BIH,2011,22.28
BDI,2015,23.472
NER,2011,28.875
CIV,2013,0.442
ISR,2010,19.454
NER,2018,91.408
POL,2011,27.421
NPL,2016,8.957
CYP,2010,4.073
PRK,2017,127.069
GTM,2018,42.071
TGO,2012,83.809
AGO,2017,12.643
JAM,2013,1.36
BTN,2012,22.536
NGA,2013,39.405
CMR,2013,0.554
NGA,2014,35.364
DZA,2014,9.437
CZE,2010,1.397
DOM,2017,7.042
BTN,2019,6.363
MDA,2012,3.067
TJK,2010,10.151
CAN,2011,0.566
MAR,2019,10.221
TCD,2011,35.104
CYP,2019,2.404
CHE,2018,1.379
SSD,2016,9.795
SGP,2018,0.488
ZMB,2013,15.024
CAN,2015,7.957
MAR,2012,41.334
ETH,2011,5.774
AGO,2012,24.234
MEX,2015,4.489
DEU,2016,8.835
IRQ,2010,1.868
BEN,2012,3.546
CHE,2011,1.833
SWE,2011,2.06
OMN,2013,102.476
GNQ,2010,18.595
WPR,2015,8.972
LCA,2011,12.332
GIN,2012,39.448
PRK,2014,19.901
DZA,2015,2.441
STP,2017,91.91
NAM,2010,13.367
VCT,2015,1.36
TKM,2014,130.873
PRT,2010,6.545
GNQ,2015,15.253
LKA,2012,19.948
PAN,2015,0.752
AMR,2013,26.422
LKA,2012,53.278
WPR,2011,29.974
SEAR,2012,18.12
SVN,2017,18.239
DEU,2019,1.169
GTM,2019,2.324
GAB,2014,22.891
UKR,2010,1.143
TZA,2010,36.597
FRA,2010,1.515
SVK,2013,6.034
NOR,2011,2.158
NIC,2012,27.648
FSM,2013,3.578
MDV,2017,14.955
LTU,2012,36.183
BFA,2017,33.354
NLD,2016,2.124
SWZ,2017,0.193
LVA,2018,10.281
AMR,2019,0.86
VUT,2013,59.111
GAB,2016,27.359
KWT,2010,2.081
GTM,2012,0.422
TON,2015,3.311
HND,2013,28.433
DNK,2013,1.963
AUS,2014,1.333
BOL,2018,51.388
AGO,2010,83.314
KIR,2016,66.981
TKM,2014,60.364
LCA,2013,17.661
DOM,2012,1.746
PER,2010,34.641
ZWE,2011,10.598
ALB,2010,50.078
TLS,2015,1.4
MOZ,2017,22.843
DEU,2017,0.929
SEAR,2015,0.95
QAT,2017,2.734
JOR,2011,1.002
TON,2016,8.956
BHR,2018,45.424
SWE,2014,8.329
NER,2011,5.58
GTM,2011,59.465
MNE,2013,83.716
RWA,2010,10.216
MDV,2012,17.516
FSM,2019,0.871
AUT,2013,15.869
GUY,2015,26.481
BTN,2016,9.365
ROU,2018,23.884
KWT,2010,0.944
AZE,2015,153.942
TKM,2015,26.86
CUB,2017,3.035
HTI,2010,10.843
AZE,2010,29.306
SYC,2015,2.062
JPN,2010,2.333
CHN,2015,101.391
MOZ,2010,14.721
IRN,2016,50.385
MRT,2010,25.893
GNB,2018,18.563
THA,2015,1.542
ZWE,2014,30.101
DNK,2018,13.99
KWT,2013,10.901
DNK,2014,1.416
SEAR,2017,10.506
NER,2016,7.161
SEN,2013,15.868
LAO,2012,6.766
GBR,2019,1.736
ROU,2013,32.109
DZA,2013,0.261
MEX,2017,26.448
NPL,2011,10.243
MLI,2011,73.188
CPV,2019,11.358
THA,2014,10.102
COM,2014,14.082
ZMB,2014,23.667
CZE,2011,4.605
CRI,2010,16.746
MLT,2011,2.42
IDN,2015,69.97
PAK,2010,55.986
MRT,2018,10.69
BFA,2011,94.579
NAM,2018,60.25
JAM,2014,7.952
DEU,2017,8.648
ARM,2011,13.093
CRI,2014,9.485
MLT,2010,4.116
GNB,2010,19.887
KOR,2013,4.116
MEX,2018,37.536
STP,2014,7.312
LBR,2013,25.765
LAO,2016,18.935
KAZ,2011,11.395
CRI,2011,1.88
MWI,2011,5.601
TUN,2016,10.261
BRN,2019,5.048
ZAF,2015,15.347
SAU,2017,58.071
JPN,2018,5.719
VNM,2019,12.766
MMR,2014,2.503
SLV,2011,2.92
CHN,2011,6.175
KOR,2010,9.831
COM,2013,44.748
ZMB,2010,19.516
GIN,2016,34.238
WPR,2012,6.184
ESP,2018,4.285
TJK,2014,156.751
SEN,2018,0.654
IRL,2016,1.381
EMR,2014,5.556
NZL,2018,11.168
BEN,2010,0.143
MAR,2012,1.02
MYS,2010,56.658
BRA,2018,23.477
KGZ,2019,20.772
USA,2012,9.211
CZE,2013,3.657
NPL,2014,28.496
CAN,2018,0.576
BGR,2013,0.87
KWT,2018,7.399
CIV,2012,53.225
CRI,2010,3.118
ROU,2011,0.923
NLD,2011,3.694
THA,2018,8.37
VNM,2012,3.446
BEN,2015,0.149
OMN,2015,10.285
BOL,2017,9.737
ARE,2019,8.808
BRN,2019,0.571
MWI,2013,11.194
LVA,2017,2.679
TUN,2019,0.282
ARG,2015,14.913
SYR,2010,10.987
ITA,2019,2.849
CHE,2014,1.33
THA,2018,5.421
AUT,2015,19.198
EUR,2010,3.56
AFR,2014,26.751
IRN,2018,46.491
MDA,2015,45.736
KWT,2012,7.743
EMR,2018,92.747
ERI,2011,23.075
UKR,2019,2.435
SVK,2018,4.036
ALB,2012,2.439
EST,2012,0.444
VUT,2010,6.152
PAK,2017,41.747
BLR,2010,12.287
LAO,2012,15.203
VUT,2012,0.469
ITA,2011,8.732
GMB,2011,98.803
FSM,2015,63.761
PER,2018,10.59
UGA,2019,15.493
SOM,2015,0.238
SOM,2010,13.199
PRK,2014,111.39
ARM,2019,7.596
AGO,2018,25.182
MRT,2016,2.873
NZL,2015,9.925
JOR,2014,22.244
SWZ,2010,23.778
MLT,2017,1.745
AUS,2015,0.787
DJI,2012,20.241
CRI,2010,0.806
KOR,2018,1.388
GEO,2010,38.487
URY,2017,1.771
PER,2019,23.981
CHE,2019,1.247
GLOBAL,2013,14.48
SUR,2012,3.376
TZA,2017,0.039
ISL,2014,7.327
JAM,2018,2.032
PHL,2015,16.833
SSD,2010,0.221
EMR,2013,18.209
EMR,2016,10.293
LBY,2012,35.648
SVK,2015,2.663
GTM,2015,0.404
JOR,2014,8.794
MLI,2011,27.802
SDN,2010,10.313
ETH,2017,13.906
MOZ,2015,67.999
ZMB,2012,16.261
LBY,2017,3.69
SLB,2018,0.425
YEM,2017,67.61
CAF,2013,107.979
SOM,2017,26.752
MRT,2013,0.75
FSM,2016,53.351
AUT,2013,1.331
HND,2012,4.431
CHN,2013,24.348
FJI,2010,38.398
SRB,2011,18.322
PRY,2016,27.494
BGD,2019,9.381
ERI,2011,35.691
IDN,2014,3.371
DNK,2013,2.724
LKA,2015,4.108
JOR,2017,3.24
SAU,2013,5.635
EUR,2016,1.717
MRT,2019,23.808
PRK,2015,8.452
PER,2012,1.529
ISR,2018,1.567
STP,2016,19.982
IDN,2019,0.525
NLD,2011,2.792
ISR,2012,1.747
UZB,2019,5.739
BRN,2015,24.927
TON,2017,1.956
LKA,2014,5.344
AUT,2016,0.613
SSD,2016,4.384
DNK,2016,11.517
KHM,2013,22.225
CHE,2016,9.006
KOR,2016,3.823
AUS,2016,0.431
KEN,2018,33.504
BRB,2019,0.43
CAF,2014,25.943
ZWE,2014,3.359
TUN,2015,3.187
POL,2019,20.96
MDV,2014,0.371
AZE,2018,2.569
LBY,2019,8.866
TZA,2013,18.233
MDG,2014,17.614
TGO,2016,122.982
LSO,2019,24.89
DOM,2019,4.488
LBR,2011,14.278
SLB,2010,2.301
MAR,2010,1.012
PHL,2019,0.795
AUS,2019,0.542
IDN,2018,7.874
LSO,2017,24.328
GMB,2012,87.18
SWZ,2012,20.262
SUR,2014,0.888
FIN,2012,1.739
GBR,2012,2.584
LAO,2017,27.59
SOM,2013,4.754
PAK,2013,67.647
IRL,2013,1.074
SYR,2017,11.221
RWA,2013,0.494
LBR,2016,21.98
MAR,2014,40.636
LTU,2012,49.869
CAN,2012,1.242
BOL,2014,60.533
HTI,2010,27.158
ZWE,2018,13.979
RUS,2017,1.315
CAF,2019,11.082
SLE,2012,37.926
TTO,2015,2.152
JOR,2015,0.908
ESP,2012,2.357
THA,2010,2.213
ISL,2011,17.681
SLE,2013,35.029
SRB,2013,21.73
KEN,2011,2.571
VUT,2010,11.75
IDN,2019,58.173
FRA,2013,9.293
MLT,2018,2.072
SLV,2013,19.954
MYS,2011,29.479
VUT,2019,4.547
AFR,2016,26.573
PHL,2010,109.515
MLT,2015,2.566
SLB,2012,0.372
AMR,2011,2.769
YEM,2013,0.745
CRI,2015,2.977
SVN,2013,4.638
BDI,2018,9.034
SRB,2010,48.04
BWA,2010,16.56
BGR,2014,15.402
MDV,2011,1.706
VNM,2010,80.668
AUS,2016,8.285
LUX,2013,2.101
MEX,2014,3.543
IDN,2013,63.545
KEN,2015,1.755
MRT,2010,24.746
ISR,2017,0.895
TZA,2019,31.197
CZE,2018,4.628
SSD,2019,11.618
GEO,2014,22.904
WPR,2017,5.468
BDI,2014,21.14
IDN,2017,0.49
TKM,2012,22.258
SYC,2018,15.91
BRN,2018,4.713
VCT,2016,14.966
SDN,2015,0.229
JAM,2015,0.528
DNK,2016,6.652
ITA,2011,1.314
LSO,2017,32.173
KOR,2012,1.229
MDV,2013,21.581
DNK,2012,8.626
COM,2013,13.869
POL,2015,1.809
HTI,2017,29.8
UKR,2015,1.64
WSM,2014,2.2
TJK,2010,155.305
ZWE,2010,31.341
CHL,2012,3.496
PAN,2011,19.223
GIN,2011,8.492
ATG,2016,0.934
MDG,2013,23.268
BOL,2012,0.633
LBN,2018,4.092
DOM,2013,26.396
CAN,2019,0.517
BTN,2011,8.156
BOL,2018,1.34
OMN,2018,70.695
CZE,2014,4.699
BLR,2012,0.704
CHN,2019,14.671
BRA,2012,5.507
SDN,2012,9.006
NIC,2012,3.771
GUY,2017,3.358
DZA,2017,54.148
GEO,2012,60.399
SEAR,2015,2.387
AFR,2014,81.247
LCA,2017,12.764
SDN,2018,7.431
DNK,2012,2.876
BFA,2016,17.546
CHN,2015,21.514
MLT,2019,16.652
KIR,2010,2.86
TTO,2011,0.295
SYR,2013,5.855
PAK,2019,106.735
ERI,2019,7.242
ERI,2011,66.876
GRD,2017,4.509
CHE,2011,1.984
SLV,2012,15.738
CRI,2017,2.594
KEN,2014,39.638
SLB,2017,24.783
SVK,2013,43.972
OMN,2013,0.857
AUT,2016,0.969
VNM,2011,5.845
LBR,2016,22.964
ZAF,2014,14.008
TGO,2013,103.807
CPV,2015,1.026
UGA,2013,3.222
EGY,2017,5.304
SUR,2018,39.242
JAM,2019,1.003
DEU,2015,2.608
SGP,2018,29.565
ARM,2017,7.172
FIN,2013,0.207
CYP,2013,13.277
ECU,2012,4.823
SGP,2017,17.875
CZE,2011,6.225
JPN,2014,0.61
GNQ,2015,19.361
MNG,2010,58.883
HUN,2017,42.842
SLV,2010,0.68
AGO,2012,22.689
GHA,2011,105.612
AGO,2010,23.099
ISL,2010,0.717
BIH,2015,20.424
ETH,2018,11.236
IRQ,2013,5.264
GUY,2011,13.091
ZMB,2010,17.617
JAM,2013,0.454
LAO,2014,58.009
NPL,2017,63.983
DEU,2013,17.429
NPL,2017,31.563
EMR,2017,5.302
DZA,2010,1.113
ETH,2014,10.915
BOL,2014,0.63
SSD,2014,0.304
IRN,2016,0.754
WSM,2015,2.288
TGO,2013,0.495
BEN,2017,0.149
CIV,2012,43.102
EMR,2011,113.203
BDI,2014,24.816
IRQ,2013,2.924
TGO,2019,3.6
GNQ,2017,3.765
KIR,2015,18.382
ARM,2014,10.189
BEN,2012,33.063
LBN,2010,2.391
AUS,2013,0.45
MLI,2010,24.335
ISR,2012,2.374
STP,2012,32.297
CYP,2013,0.355
TGO,2011,19.688
PHL,2016,7.222
DOM,2017,1.77
DOM,2017,0.322
LUX,2012,2.386
AUT,2014,16.314
SLV,2016,18.613
KEN,2017,2.395
POL,2013,46.672
ALB,2018,35.236
MNG,2018,5.083
ARM,2018,4.945
UZB,2010,128.093
BOL,2011,10.254
PRK,2012,24.991
BRA,2019,0.478
SRB,2011,1.949
EGY,2019,75.198
TTO,2016,0.635
LSO,2014,44.105
SUR,2017,9.369
AUT,2010,13.517
CHE,2017,1.274
BRN,2012,12.92
PRY,2014,2.991
CHL,2015,1.056
LKA,2016,8.754
THA,2019,1.52
TTO,2017,4.585
PAN,2010,30.468
SGP,2013,9.272
EMR,2017,17.21
ERI,2013,44.475
GAB,2010,0.83
CZE,2015,5.602
SSD,2017,13.107
DJI,2015,0.206
LKA,2013,26.747
ARG,2017,9.957
BGD,2013,62.684
EUR,2012,7.197
BTN,2010,0.884
BEN,2017,18.759
TCD,2019,0.214
AUT,2018,1.17
LBY,2013,0.347
ARE,2016,82.37
LCA,2014,14.235
SVK,2012,3.261
DEU,2015,2.6
GTM,2011,7.529
COG,2019,0.477
AZE,2016,1.674
OMN,2015,4.773
JPN,2012,21.648
URY,2017,3.363
LAO,2017,76.803
SRB,2016,2.048
MDA,2011,76.346
BEL,2019,1.433
BRA,2018,4.625
PRY,2015,16.55
ISL,2019,0.661
GRD,2017,24.159
ZAF,2017,43.598
CZE,2015,3.527
EGY,2011,14.985
ITA,2015,0.926
TJK,2012,2.094
KOR,2010,3.658
ATG,2012,20.069
GMB,2016,5.85
CIV,2013,17.369
BOL,2018,4.72
CHE,2018,0.928
SLV,2015,0.539
MDA,2017,0.984
ETH,2016,17.02
SUR,2017,1.16
BHR,2013,7.505
THA,2014,1.437
MLT,2019,20.93
BRN,2018,0.54
BRB,2012,3.178
ZAF,2015,1.795
COM,2012,48.823
TCD,2014,0.276
FSM,2014,38.794
USA,2019,1.443
NER,2014,21.873
CAN,2013,0.966
SUR,2019,1.512
JOR,2017,36.73
SLB,2014,0.264
AFR,2018,20.37
NAM,2014,35.688
TCD,2019,45.192
SLE,2018,96.669
GEO,2013,1.902
STP,2018,86.618
BFA,2011,44.692
SEAR,2011,1.609
ARG,2018,4.322
AUS,2015,5.7
EMR,2016,5.398
COG,2013,0.479
BRN,2014,19.531
CZE,2011,3.528
WSM,2019,30.42
SEAR,2012,12.445
SWE,2014,1.286
THA,2013,37.567
EGY,2012,9.002
MLI,2012,6.787
GTM,2011,2.513
MKD,2010,9.446
KAZ,2015,3.634
ISR,2018,11.231
VCT,2017,15.346
BTN,2016,58.467
GAB,2013,1.344
GTM,2011,24.507
FIN,2017,0.081
VUT,2014,12.028
MDV,2019,23.954
MAR,2012,2.204
LVA,2011,1.025
SEAR,2013,15.656
VNM,2014,26.156
MLI,2017,0.274
MWI,2010,19.226
SDN,2016,42.014
BHS,2016,7.971
BEL,2010,17.367
ITA,2010,8.549
GUY,2017,46.317
MOZ,2010,6.384
CIV,2013,51.336
GTM,2018,14.672
GIN,2011,6.199
KIR,2018,49.231
NGA,2013,84.809
FSM,2019,1.361
CHE,2014,9.811
BEL,2018,16.523
DOM,2012,18.198
GEO,2015,104.678
GEO,2011,2.82
GBR,2016,2.09
DZA,2016,3.711
FIN,2018,3.793
PNG,2013,0.293
GBR,2016,11.198
LBN,2016,4.372
HRV,2013,19.829
ETH,2018,0.369
COD,2012,16.352
PNG,2016,8.815
SYR,2015,5.374
PER,2019,7.952
GBR,2013,2.512
LUX,2017,1.978
BOL,2015,5.072
LSO,2014,29.692
KOR,2019,4.417
LCA,2018,6.427
MYS,2014,2.204
UGA,2018,0.274
SRB,2019,6.19
KHM,2016,29.614
SLV,2017,2.987
ALB,2018,2.464
ISL,2017,0.372
HUN,2016,45.816
CZE,2012,1.253
DZA,2012,3.856
MAR,2013,3.441
JPN,2017,4.408
COD,2016,74.496
BRN,2015,4.377
ARE,2017,1.268
WSM,2018,23.959
FIN,2018,1.262
BDI,2015,0.14
SYR,2015,74.605
URY,2010,0.408
VEN,2011,1.419
CAF,2012,49.994
EUR,2017,2.867
VEN,2017,28.431
TCD,2012,0.377
MLT,2014,16.202
THA,2018,8.089
BRN,2017,0.539
BDI,2018,28.527
NPL,2017,8.718
GTM,2017,19.684
GNB,2017,41.226
FJI,2019,25.73
MKD,2010,5.757
AZE,2013,93.06
ISL,2015,10.334
AZE,2017,152.274
URY,2016,6.955
ZMB,2011,62.778
CHN,2019,3.211
CUB,2014,30.164
UKR,2014,83.681
EMR,2012,45.92
GHA,2012,37.642
SOM,2016,28.679
ITA,2015,13.226
PAK,2019,9.414
ITA,2013,1.125
DZA,2019,0.294
PRT,2013,5.196
SYC,2019,1.35
AZE,2011,7.453
BRA,2012,0.876
AFR,2017,78.108
GLOBAL,2014,1.538
VCT,2018,2.444
SAU,2015,1.34
HTI,2015,8.215
IRL,2018,1.54
BGR,2017,54.271
KHM,2012,2.025
CAF,2013,89.148
SWE,2016,1.184
IND,2013,40.885
PAN,2013,3.594
HTI,2019,3.296
BTN,2014,62.1
MRT,2011,3.56
IDN,2014,23.508
CZE,2018,3.087
DZA,2014,9.675
MDG,2017,18.18
CHN,2017,10.023
EMR,2018,61.557
BHR,2019,10.787
IRN,2016,1.69
NLD,2011,2.042
ALB,2019,2.191
GAB,2017,55.823
GUY,2011,0.151
SRB,2010,1.36
BGD,2015,8.065
YEM,2011,67.755
DJI,2017,0.218
CYP,2016,2.582
VUT,2015,37.812
FRA,2013,12.625
SYR,2014,9.977
HTI,2013,51.511
AFG,2016,152.843
AFG,2011,35.289
HUN,2015,42.6
GUY,2013,1.999
DZA,2013,1.075
FJI,2015,1.845
ATG,2012,1.198
ESP,2013,2.235
BRB,2016,0.872
BEL,2012,1.158
